FrameSync,DateTime (UTC+00:00),Temperature (Celsius),Oxygen (mg/L),pH (pH),Chlorophyll (ug/l),Turbidity (NTU),Chlorophyll StdDev (ug/l),Turbidity StdDev (NTU),Salinity (psu),Spec Conductivity (uS/cm),Oxygen Sat (%),Date,Time (UTC+00:00),Event Flags
HCEP03730292,11/11/2020 12:15,12.8945,8.61,8.03,3.202,0.935,0.09,0.02,30.7564,48010,98.76, 11 Nov 2020, 12:15:00,0
HCEP03730292,11/11/2020 12:30,12.9193,8.669,8.04,3.335,0.901,0.1,0.01,30.7716,48028.3,99.5, 11 Nov 2020, 12:30:00,0
HCEP03730292,11/11/2020 12:45,12.9304,8.691,8.04,4.056,0.884,0.08,0.02,30.7715,48026.8,99.77, 11 Nov 2020, 12:45:00,0
HCEP03730292,11/11/2020 13:00,12.8771,8.659,8.03,3.277,0.969,0.07,0.08,30.759,48015.8,99.3, 11 Nov 2020, 13:00:00,0
HCEP03730292,11/11/2020 13:15,12.8741,8.614,8.03,3.713,0.924,0.16,0.04,30.7758,48039.9,98.78, 11 Nov 2020, 13:15:00,0
HCEP03730292,11/11/2020 13:30,12.8849,8.622,8.03,3.576,0.946,0.08,0.02,30.7868,48054,98.91, 11 Nov 2020, 13:30:00,0
HCEP03730292,11/11/2020 13:45,12.8911,8.629,8.03,3.664,0.911,0.08,0.02,30.7944,48063.9,98.99, 11 Nov 2020, 13:45:00,0
HCEP03730292,11/11/2020 14:00,12.9303,8.651,8.03,3.242,0.921,0.08,0.02,30.8104,48081.5,99.35, 11 Nov 2020, 14:00:00,0
HCEP03730292,11/11/2020 14:15,12.88,8.572,8.03,3.158,0.948,0.1,0.02,30.7915,48061.2,98.31, 11 Nov 2020, 14:15:00,0
HCEP03730292,11/11/2020 14:30,12.9228,8.629,8.03,2.689,0.93,0.08,0.02,30.8047,48074.4,99.07, 11 Nov 2020, 14:30:00,0
HCEP03730292,11/11/2020 14:45,12.967,8.654,8.03,2.233,0.862,0.12,0.01,30.8057,48070.3,99.45, 11 Nov 2020, 14:45:00,0
HCEP03730292,11/11/2020 15:00,13.0165,8.674,8.03,2.483,0.971,0.05,0.05,30.8038,48061.5,99.78, 11 Nov 2020, 15:00:00,0
